Sample,IncidentNumber,Address,AlarmDt,AlarmTm,ArrivalDt,ArrivalTm,CloseDt,CloseTm,City,Zipcode,Battalion,StationArea,NeighborhoodDistrict,Lat,Long
0.005860939,16005939,2959 24th Street,1/15/2016,10:45:28,1/15/2016,10:52:07,1/15/2016,11:45:21,San Francisco,94110,B06,7,Mission,37.7526,-122.41122
0.005896448,16035993,19th Av/irving Street,3/31/2016,8:29:51,3/31/2016,8:30:46,3/31/2016,9:57:14,San Francisco,94122,B08,22,Inner Sunset,37.763558,-122.477172
0.005926823,17015010,4604 18th Street,2/3/2017,20:17:43,2/3/2017,20:25:09,2/3/2017,20:32:36,San Francisco,94114,B05,24,Castro/Upper Market,37.760584,-122.441126
0.005927287,16040502,1850 The Embarcadero Nor,4/11/2016,10:26:05,4/11/2016,10:28:38,4/11/2016,12:28:21,San Francisco,94111,B01,28,North Beach,37.807476,-122.406304
0.005932914,16107327,330 Francisco Street,9/27/2016,9:02:09,9/27/2016,9:07:58,9/27/2016,9:22:57,San Francisco,94133,B01,28,North Beach,37.805098,-122.410694
0.005936003,16072714,Lincoln Wy/19th Avenue,7/2/2016,12:55:24,7/2/2016,12:55:24,7/2/2016,12:59:40,San Francisco,94122,B07,22,Sunset/Parkside,37.765446,-122.477309
0.005966874,17112460,2815 Taylor Street,9/24/2017,18:13:36,9/24/2017,18:16:52,9/24/2017,19:04:23,San Francisco,94133,B01,28,North Beach,37.808365,-122.415901
0.005980476,17036078,129 Golden Gate Avenue,3/25/2017,15:07:27,3/25/2017,15:16:00,3/25/2017,15:33:25,San Francisco,94102,B02,1,Tenderloin,37.78194,-122.412717
0.006001838,17058428,0 Felton Street,5/17/2017,21:40:06,5/17/2017,21:44:03,5/17/2017,21:46:59,San Francisco,94134,B10,42,Portola,37.730038,-122.404594
0.006094578,17104582,3650 Fillmore Street,9/5/2017,18:34:00,9/5/2017,18:38:19,9/5/2017,18:45:27,San Francisco,94123,B04,16,Marina,37.80368,-122.436823
0.006146977,17002134,2889 24th Street,1/5/2017,13:52:22,1/5/2017,13:57:44,1/5/2017,14:05:53,San Francisco,94110,B06,7,Mission,37.752685,-122.409816
0.006186898,16116160,Van Ness Av/greenwich Street,10/18/2016,14:36:58,10/18/2016,14:49:25,10/18/2016,14:55:26,San Francisco,94109,B04,16,Marina,37.800415,-122.424363
0.006196842,17095069,2644 Hyde Street,8/16/2017,2:25:34,8/16/2017,2:31:34,8/16/2017,2:37:38,San Francisco,94109,B01,28,Russian Hill,37.805154,-122.420169
0.006231046,16093602,460 Arguello Bl,8/25/2016,9:22:18,8/25/2016,9:26:22,8/25/2016,9:36:05,San Francisco,94118,B07,31,Presidio Heights,37.782281,-122.458355
0.00623653,16077830,Octavia St/sutter Street,7/15/2016,11:53:50,7/15/2016,11:57:24,7/15/2016,11:57:58,San Francisco,94109,B04,38,Pacific Heights,37.786925,-122.426669
0.006249753,17002379,2020 Ellis Street,1/6/2017,2:38:46,1/6/2017,2:45:41,1/6/2017,2:59:53,San Francisco,94115,B05,5,Western Addition,37.781539,-122.439521
0.006259778,16036941,155 Ashbury Street,4/2/2016,16:30:57,4/2/2016,16:35:18,4/2/2016,16:53:28,San Francisco,94117,B05,21,Lone Mountain/USF,37.774147,-122.447861
0.006284086,16075393,878 Dolores Street,7/9/2016,8:28:45,7/9/2016,8:34:50,7/9/2016,8:52:04,San Francisco,94114,B06,11,Noe Valley,37.75539,-122.425582
0.006288583,17057753,1911 Bush Street,5/16/2017,6:21:04,5/16/2017,6:23:38,5/16/2017,6:32:57,San Francisco,94115,B04,38,Pacific Heights,37.787552,-122.42875
0.006303008,17023528,1860 22nd Avenue,2/24/2017,0:32:51,2/24/2017,0:37:44,2/24/2017,0:54:33,San Francisco,94122,B08,40,Sunset/Parkside,37.752975,-122.479522
0.006309082,16048328,750 Sutter Street,5/1/2016,9:11:13,5/1/2016,9:15:57,5/1/2016,9:17:50,San Francisco,94109,B01,3,Nob Hill,37.788768,-122.412746
0.006315052,17079649,1390 Mission Street,7/8/2017,12:58:48,7/8/2017,13:01:19,7/8/2017,13:10:03,San Francisco,94103,B02,36,South of Market,37.775425,-122.41584
0.006316756,17053924,1333 Gough Street,5/6/2017,17:50:12,5/6/2017,17:55:15,5/6/2017,18:32:32,San Francisco,94109,B04,3,Japantown,37.785628,-122.424834
0.006318805,17061002,0 18th Street,5/24/2017,1:51:14,5/24/2017,1:57:04,5/24/2017,2:00:41,San Francisco,94114,B05,6,Castro/Upper Market,37.760888,-122.435003
0.006341655,17010599,175 Omar Way,1/24/2017,12:31:54,1/24/2017,12:33:48,1/24/2017,12:45:28,San Francisco,94127,B09,39,West of Twin Peaks,37.739276,-122.450204
0.006346706,16112079,1168 Folsom Street,10/8/2016,14:18:02,10/8/2016,14:43:22,10/8/2016,14:43:27,San Francisco,94103,B02,29,South of Market,37.775615,-122.409397
0.006375278,16105853,240 Clipper Street,9/24/2016,5:37:52,9/24/2016,5:43:18,9/24/2016,5:59:42,San Francisco,94114,B06,11,Noe Valley,37.749173,-122.430351
0.006420554,17052737,0 Pine Street,5/3/2017,20:26:20,5/3/2017,20:30:29,5/3/2017,20:34:14,San Francisco,94109,B04,41,Nob Hill,37.790046,-122.41721
0.006421005,16110210,125 Cambon Drive,10/4/2016,10:29:17,10/4/2016,10:35:23,10/4/2016,10:47:25,San Francisco,94132,B08,19,Lakeshore,37.716828,-122.47418
0.006424492,17151104,0 Fillmore Street,12/27/2017,10:10:40,12/27/2017,10:12:00,12/27/2017,10:14:01,San Francisco,94117,B05,5,Hayes Valley,37.774902,-122.431015
0.006522418,17064797,263 Clinton Park Street,6/2/2017,15:12:31,6/2/2017,15:17:23,6/2/2017,15:31:27,San Francisco,94103,B02,6,Mission,37.768963,-122.426044
0.00652279,16057662,Cesar Chavez St/valencia Street,5/25/2016,20:09:49,5/25/2016,20:14:32,5/25/2016,20:25:05,San Francisco,94110,B06,11,Bernal Heights,37.748124,-122.420279
0.006602575,16089867,21 Columbia Square Street,8/15/2016,10:48:40,8/15/2016,10:55:56,8/15/2016,11:20:47,San Francisco,94103,B03,1,South of Market,37.777624,-122.406028
0.006621079,17132036,2650 42nd Avenue,11/10/2017,12:39:02,11/10/2017,12:43:30,11/10/2017,13:26:43,San Francisco,94116,B08,18,Sunset/Parkside,37.737289,-122.499926
0.006642087,16029671,1300 9th Avenue,3/15/2016,10:56:49,3/15/2016,10:59:13,3/15/2016,12:09:15,San Francisco,94122,B08,22,Inner Sunset,37.763972,-122.466219
0.006642777,16132538,944 Irving Street,11/27/2016,22:37:22,11/27/2016,22:40:20,11/27/2016,22:56:50,San Francisco,94122,B08,22,Inner Sunset,37.764035,-122.467878
0.006651249,17066501,0 17th Street,6/6/2017,21:43:39,6/6/2017,21:48:52,6/6/2017,23:08:43,San Francisco,94110,B02,29,Mission,37.764548,-122.406431
0.006710332,16141381,530 Mason Street,12/18/2016,5:47:51,12/18/2016,5:52:24,12/18/2016,6:06:47,San Francisco,94102,B01,3,Nob Hill,37.788406,-122.410037
0.006722368,17009823,1708 Laguna Street,1/22/2017,15:25:15,1/22/2017,15:27:32,1/22/2017,15:43:24,San Francisco,94115,B04,38,Pacific Heights,37.786855,-122.428279
0.006750679,16103795,1025 Howard Street,9/19/2016,12:21:15,9/19/2016,12:25:49,9/19/2016,12:42:38,San Francisco,94103,B03,1,South of Market,37.779184,-122.407742
0.006757865,16073782,735 Ellis Street,7/5/2016,5:07:43,7/5/2016,5:11:21,7/5/2016,6:27:36,San Francisco,94109,B02,3,Tenderloin,37.784093,-122.418297
0.006761833,16034544,213 Church Street,3/27/2016,11:11:48,3/27/2016,11:16:29,3/27/2016,11:34:57,San Francisco,94114,B05,6,Castro/Upper Market,37.767288,-122.428843
0.006787953,16126142,408 22nd Avenue,11/11/2016,13:05:22,11/11/2016,13:08:59,11/11/2016,13:14:35,San Francisco,94121,B07,14,Outer Richmond,37.780013,-122.481415
0.00680159,17119613,0 Taraval Street,10/11/2017,15:02:36,10/11/2017,15:03:26,10/11/2017,15:04:24,San Francisco,94116,B08,40,Sunset/Parkside,37.743001,-122.476763
0.006804671,17118860,450 Raymond Avenue,10/9/2017,17:02:46,10/9/2017,17:17:52,10/9/2017,18:01:15,San Francisco,94134,B09,44,McLaren Park,37.714735,-122.412457
0.006826623,16132622,750 The Embarcadero Nor,11/28/2016,6:54:46,11/28/2016,6:59:58,11/28/2016,7:09:22,San Francisco,94111,B01,13,Financial District/South Beach,37.801708,-122.399204
0.006886736,17079434,0 Masonic Avenue,7/7/2017,22:16:21,7/7/2017,22:23:54,7/7/2017,22:24:41,San Francisco,94117,B05,21,Golden Gate Park,37.772081,-122.445717
0.006893746,17117691,1500 Divisadero Street,10/7/2017,10:14:17,10/7/2017,10:17:49,10/7/2017,10:18:15,San Francisco,94115,B05,10,Japantown,37.783387,-122.439409
0.006921513,17113703,0 Market Street,9/27/2017,16:33:34,9/27/2017,16:37:47,9/27/2017,16:45:35,San Francisco,94103,B03,1,Tenderloin,37.783991,-122.408068
0.006955112,16037582,768 18th Avenue,4/4/2016,10:51:06,4/4/2016,10:59:19,4/4/2016,11:09:11,San Francisco,94121,B07,31,Outer Richmond,37.773513,-122.476652
0.006958718,16075096,Great Hy/skyline Bl,7/8/2016,14:22:50,7/8/2016,14:30:51,7/8/2016,16:00:45,San Francisco,94132,B08,19,Lakeshore,37.725257,-122.503039
0.006976301,16003028,2237 Taraval Street,1/7/2016,22:53:18,1/7/2016,22:59:53,1/7/2016,23:03:57,San Francisco,94116,B08,18,Sunset/Parkside,37.742349,-122.490032
0.007006262,16050352,37 Grove Street,5/6/2016,14:05:02,5/6/2016,14:07:00,5/6/2016,14:11:50,San Francisco,94102,B02,36,Tenderloin,37.778607,-122.416076
0.007069938,17040996,754 35th Avenue,4/6/2017,10:57:07,4/6/2017,11:06:02,4/6/2017,11:19:47,San Francisco,94121,B07,34,Outer Richmond,37.774794,-122.495015
0.007071069,16114530,3850 18th Street,10/14/2016,10:38:58,10/14/2016,10:45:06,10/14/2016,11:13:45,San Francisco,94114,B02,6,Castro/Upper Market,37.761274,-122.429491
0.007072265,16026181,Hayes St/franklin Street,3/5/2016,23:02:30,3/5/2016,23:07:14,3/6/2016,0:32:33,San Francisco,94102,B02,36,Hayes Valley,37.777091,-122.421333
0.007078713,17102944,0 22nd Street,9/2/2017,16:51:40,9/2/2017,16:51:40,9/2/2017,17:04:17,San Francisco,94110,B10,37,Potrero Hill,37.756953,-122.404734
0.007081074,17108093,847 Fairfax Avenue,9/13/2017,20:41:14,9/13/2017,20:47:34,9/13/2017,21:03:38,San Francisco,94124,B10,25,Bayview Hunters Point,37.735188,-122.379762
0.007142969,17064740,0 9th Avenue,6/2/2017,12:55:15,6/2/2017,12:59:26,6/2/2017,13:22:02,San Francisco,94122,B08,22,Inner Sunset,37.762174,-122.46618
0.007162092,17108788,160 Jefferson Street,9/15/2017,15:32:12,9/15/2017,15:38:40,9/15/2017,15:42:17,San Francisco,94133,B01,28,North Beach,37.808363,-122.415165
0.007178055,17133058,2955 20th Avenue,11/12/2017,20:28:07,11/12/2017,20:31:11,11/12/2017,20:52:02,San Francisco,94132,B08,19,Sunset/Parkside,37.733567,-122.476183
0.007184902,17065128,50 Phelan Avenue,6/3/2017,11:38:28,6/3/2017,11:45:04,6/3/2017,12:59:04,San Francisco,94112,B09,15,West of Twin Peaks,37.725741,-122.449868
0.007185604,17145892,106 Sanchez Street,12/14/2017,13:20:24,12/14/2017,13:24:00,12/14/2017,14:18:26,San Francisco,94114,B05,6,Castro/Upper Market,37.767439,-122.431263
0.007232272,17152319,288 Hester Avenue,12/30/2017,1:36:34,12/30/2017,1:42:28,12/30/2017,2:00:13,San Francisco,94134,B10,44,Bayview Hunters Point,37.71357,-122.399777
0.007240956,17059030,1 The Embarcadero Sou,5/19/2017,10:55:59,5/19/2017,11:01:30,5/19/2017,11:04:55,San Francisco,94111,B03,35,Financial District/South Beach,37.795204,-122.393413
0.007245644,17118547,1750 The Embarcadero Nor,10/9/2017,2:36:52,10/9/2017,2:43:21,10/9/2017,2:45:49,San Francisco,94111,B01,28,North Beach,37.806742,-122.404972
0.007245763,17049323,0 Oak Street,4/26/2017,11:13:14,4/26/2017,11:16:43,4/26/2017,12:43:21,San Francisco,94102,B02,36,Hayes Valley,37.77502,-122.422601
0.007247748,16144846,651 Minn Street,12/26/2016,21:08:24,12/26/2016,21:13:43,12/26/2016,21:25:34,San Francisco,94103,B02,36,South of Market,37.777435,-122.411982
0.00725876,16070713,6th St/harrison Street,6/27/2016,9:47:26,6/27/2016,9:52:52,6/27/2016,9:53:09,San Francisco,94107,B03,8,South of Market,37.777274,-122.404071
0.007265595,17062292,291 10th Street,5/27/2017,4:58:20,5/27/2017,5:03:02,5/27/2017,5:08:28,San Francisco,94103,B02,36,South of Market,37.773001,-122.412942
0.007276099,17021737,1881 Bush Street,2/19/2017,13:08:54,2/19/2017,13:12:49,2/19/2017,13:18:36,San Francisco,94109,B04,38,Pacific Heights,37.787628,-122.428155
0.007291674,16121545,1400 Powell Street,10/31/2016,20:47:08,10/31/2016,20:49:12,10/31/2016,20:49:28,San Francisco,94133,B01,2,Chinatown,37.797498,-122.410193
0.007296147,16079328,Cesar Chavez St/3rd Street,7/19/2016,6:51:24,7/19/2016,6:55:45,7/19/2016,7:04:49,San Francisco,94124,B10,25,Bayview Hunters Point,37.750265,-122.387586
0.007308205,16093142,500 South Van Ness Avenue,8/24/2016,4:20:32,8/24/2016,4:25:12,8/24/2016,5:39:58,San Francisco,94110,B02,7,Mission,37.765108,-122.417568
0.007322237,17108040,0 Franklin Street,9/13/2017,18:10:41,9/13/2017,18:20:18,9/13/2017,18:51:45,San Francisco,94123,B04,16,Marina,37.800206,-122.426005
0.00732608,16034901,6th St/harrison Street,3/28/2016,10:51:29,3/28/2016,10:53:40,3/28/2016,10:54:02,San Francisco,94107,B03,8,South of Market,37.777274,-122.404071
0.007377973,17030424,188-200 Buchanan Street,3/12/2017,7:17:10,3/12/2017,7:18:50,3/12/2017,7:32:10,San Francisco,94102,B02,36,Hayes Valley,37.771493,-122.426863
0.007391908,17030052,0 Oak Street,3/11/2017,11:26:15,3/11/2017,11:26:15,3/11/2017,11:50:52,San Francisco,94102,B02,36,Hayes Valley,37.774812,-122.424247
0.007410397,17041443,185 Channe Street,4/7/2017,11:24:53,4/7/2017,11:28:05,4/7/2017,11:41:05,San Francisco,94158,B03,4,Mission Bay,37.774397,-122.391303
0.00742143,16041358,16th St/church Street,4/13/2016,16:24:24,4/13/2016,16:27:29,4/13/2016,16:27:55,San Francisco,94114,B02,6,Castro/Upper Market,37.764508,-122.428668
0.007425602,16033360,2111 26th Street,3/24/2016,12:01:59,3/24/2016,12:06:46,3/24/2016,12:13:48,San Francisco,94107,B10,37,Bayview Hunters Point,37.750665,-122.400378
0.007426784,16075292,Stockton St/sutter Street,7/9/2016,0:17:35,7/9/2016,0:23:49,7/9/2016,0:32:05,San Francisco,94108,B01,1,Financial District/South Beach,37.789435,-122.406959
0.007440291,16082627,684 48th Avenue,7/27/2016,21:20:56,7/27/2016,21:27:08,7/27/2016,21:49:26,San Francisco,94121,B07,34,Outer Richmond,37.775448,-122.509025
0.007443611,16027866,1543 Cole Street,3/10/2016,13:33:21,3/10/2016,13:38:23,3/10/2016,13:55:24,San Francisco,94117,B05,12,Inner Sunset,37.760526,-122.448982
0.007451477,17067325,231 Excelsior Avenue,6/8/2017,21:21:42,6/8/2017,21:24:56,6/8/2017,21:38:28,San Francisco,94112,B09,43,Excelsior,37.725416,-122.431736
0.0074695,16128592,723 Hayes Street,11/17/2016,16:19:58,11/17/2016,16:22:58,11/17/2016,18:26:46,San Francisco,94102,B02,5,Hayes Valley,37.776132,-122.428319
0.007472269,16049151,5th St/bryant Street,5/3/2016,11:34:25,5/3/2016,11:42:32,5/3/2016,12:31:45,San Francisco,94107,B03,8,South of Market,37.777799,-122.400302
0.007474855,17034655,345 Spear Street,3/21/2017,23:50:28,3/21/2017,23:54:01,3/22/2017,0:05:22,San Francisco,94105,B03,35,Financial District/South Beach,37.789561,-122.390216
0.007502315,16129904,1535 Jones Street,11/20/2016,17:10:02,11/20/2016,17:13:37,11/20/2016,17:24:37,San Francisco,94109,B01,41,Nob Hill,37.795306,-122.414979
0.007511842,16035620,3298 Van Ness Avenue,3/30/2016,8:04:31,3/30/2016,8:10:30,3/30/2016,9:10:40,San Francisco,94123,B04,28,Marina,37.808016,-122.426623
0.007527165,16138331,Castro St/henry Street,12/11/2016,9:12:39,12/11/2016,9:14:22,12/11/2016,9:21:37,San Francisco,94114,B05,6,Castro/Upper Market,37.766527,-122.435551
0.0075728,16102159,2140 Pacific Avenue,9/15/2016,20:34:35,9/15/2016,20:42:29,9/15/2016,20:57:45,San Francisco,94115,B04,38,Pacific Heights,37.793957,-122.430507
0.007590551,17004843,1895 Jackson Street,1/10/2017,20:59:31,1/10/2017,21:03:17,1/10/2017,21:12:59,San Francisco,94109,B04,38,Pacific Heights,37.793468,-122.426179
0.007635352,16141109,2390 14th Avenue,12/17/2016,12:57:47,12/17/2016,13:00:30,12/17/2016,13:12:40,San Francisco,94116,B08,40,West of Twin Peaks,37.7435,-122.470161
0.00764764,17086855,0 Drumm Street,7/26/2017,8:16:34,7/26/2017,8:22:58,7/26/2017,8:31:07,San Francisco,94111,B01,13,Financial District/South Beach,37.794588,-122.396589
0.007667895,16051054,389 The Embarcadero Sou,5/8/2016,11:36:29,5/8/2016,11:36:29,5/8/2016,11:48:21,San Francisco,94105,B03,35,Financial District/South Beach,37.789975,-122.38847
0.007701579,16076362,375 Laguna Honda Bl,7/11/2016,17:01:58,7/11/2016,17:07:05,7/11/2016,17:18:38,San Francisco,94131,B08,20,Twin Peaks,37.748644,-122.456145
0.007721363,17051895,1657 Market Street,5/2/2017,3:03:23,5/2/2017,3:07:26,5/2/2017,3:27:31,San Francisco,94103,B02,36,Mission,37.773118,-122.421238
0.007731492,17036518,0 Polk Street,3/26/2017,17:37:13,3/26/2017,17:39:09,3/26/2017,17:40:47,San Francisco,94109,B04,3,Tenderloin,37.785893,-122.41974
0.007754164,16001854,Potrero Av/alameda Street,1/5/2016,4:53:41,1/5/2016,4:58:35,1/5/2016,5:06:22,San Francisco,94103,B02,29,Mission,37.768355,-122.407815
0.007777841,16047025,1880 Pine Street,4/27/2016,22:31:25,4/27/2016,22:35:57,4/27/2016,22:43:01,San Francisco,94109,B04,38,Pacific Heights,37.788899,-122.426721
0.007790936,17118737,0 Ocean Avenue,10/9/2017,12:23:57,10/9/2017,12:27:01,10/9/2017,12:27:38,San Francisco,94112,B09,43,Outer Mission,37.723601,-122.438808
0.007829658,16129096,6324 Geary Bl,11/18/2016,18:57:04,11/18/2016,19:01:32,11/18/2016,19:16:48,San Francisco,94121,B07,14,Outer Richmond,37.780047,-122.487189
0.00783097,17126615,19 Northridge Road,10/28/2017,2:28:42,10/28/2017,2:30:50,10/28/2017,3:06:56,San Francisco,94124,B10,17,Bayview Hunters Point,37.730353,-122.374799
0.007853936,17064891,255 Alabama Street,6/2/2017,19:10:59,6/2/2017,19:16:32,6/2/2017,19:39:00,San Francisco,94103,B02,29,Mission,37.766077,-122.412388
0.007854219,16069441,144 Eddy St 2nd,6/24/2016,14:21:02,6/24/2016,14:27:17,6/24/2016,14:32:43,San Francisco,94102,B03,1,Tenderloin,37.784321,-122.410073
0.007868756,16072512,Washington St/leavenworth Street,7/1/2016,21:59:51,7/1/2016,22:01:30,7/1/2016,22:14:19,San Francisco,94109,B01,41,Russian Hill,37.793893,-122.416295
0.00789639,17075828,61 Moss Street,6/28/2017,18:48:26,6/28/2017,18:51:23,6/28/2017,19:31:07,San Francisco,94103,B03,1,South of Market,37.777717,-122.407844
0.007915543,16032891,1,3/23/2016,9:25:47,3/23/2016,9:35:29,3/23/2016,10:49:21,San Francisco,94124,B10,42,Bernal Heights,37.744995,-122.405052
0.007918573,17104180,679-681 Guerrero Street,9/4/2017,20:10:16,9/4/2017,20:13:06,9/4/2017,20:30:48,San Francisco,94110,B02,7,Mission,37.760339,-122.423594
0.007923938,17083298,145 Guerrero Street,7/17/2017,13:35:28,7/17/2017,13:38:43,7/17/2017,13:44:05,San Francisco,94103,B02,6,Mission,37.768939,-122.424418
0.007943245,16015941,Grant Av/california Street,2/9/2016,9:30:20,2/9/2016,9:34:05,2/9/2016,9:34:23,San Francisco,94108,B01,13,Chinatown,37.792451,-122.405942
0.007960614,16073409,291 10th Street,7/4/2016,9:52:44,7/4/2016,9:56:27,7/4/2016,10:13:17,San Francisco,94103,B02,36,South of Market,37.773001,-122.412942
0.007968131,16028566,422 Valencia Street,3/12/2016,11:13:18,3/12/2016,11:15:32,3/12/2016,11:25:41,San Francisco,94103,B02,6,Mission,37.766153,-122.422095
0.007971461,16049924,1101 Eucalyptus Drive,5/5/2016,12:37:14,5/5/2016,12:51:44,5/5/2016,12:53:05,San Francisco,94132,B08,,Lakeshore,37.731022,-122.483563
0.007989157,16097604,3501 Van Ness Avenue,9/4/2016,12:17:36,9/4/2016,12:20:20,9/4/2016,13:59:25,San Francisco,94123,B04,16,Marina,37.808071,-122.426666
0.008004051,16011177,999 Mariposa Street,1/28/2016,17:06:13,1/28/2016,17:13:31,1/28/2016,17:34:16,San Francisco,94107,B03,4,Potrero Hill,37.763959,-122.393639
0.008032276,16093757,Webster St/mcallister Street,8/25/2016,16:25:44,8/25/2016,16:25:44,8/25/2016,16:33:58,San Francisco,94117,B04,5,Western Addition,37.778849,-122.430048
0.008040557,17042376,588 South Van Ness Avenue,4/9/2017,16:37:56,4/9/2017,16:41:14,4/9/2017,17:22:34,San Francisco,94110,B02,7,Mission,37.763786,-122.41744
0.008060725,17030091,0 Fulton Street,3/11/2017,13:07:46,3/11/2017,13:12:05,3/11/2017,13:20:39,San Francisco,94121,B07,14,Golden Gate Park,37.772421,-122.487399
0.008064085,17099767,0 Oak Street,8/27/2017,10:44:28,8/27/2017,10:49:17,8/27/2017,12:18:10,San Francisco,94117,B05,21,Golden Gate Park,37.772081,-122.445717
0.008077279,16122163,450 Church Street,11/2/2016,11:20:45,11/2/2016,11:24:44,11/2/2016,11:32:11,San Francisco,94114,B02,6,Castro/Upper Market,37.763542,-122.429646
0.008080573,16078280,Sunset Bl/ocean Avenue,7/16/2016,13:55:43,7/16/2016,14:01:33,7/16/2016,14:14:34,San Francisco,94132,B08,19,Sunset/Parkside,37.73191,-122.493718
0.008081236,17069702,161 Hyde Street,6/14/2017,20:24:35,6/14/2017,20:30:54,6/14/2017,20:52:51,San Francisco,94102,B02,3,Tenderloin,37.782198,-122.415705
0.008092415,16101251,4005 California St 5,9/13/2016,15:50:15,9/13/2016,15:57:21,9/13/2016,17:35:07,San Francisco,94118,B07,10,Inner Richmond,37.785455,-122.460417
0.008119772,17121118,5717 Mission Street,10/15/2017,10:12:46,10/15/2017,10:16:54,10/15/2017,10:47:16,San Francisco,94112,B09,33,Excelsior,37.710107,-122.448714
0.008145458,17032827,0 22nd Avenue,3/17/2017,18:53:42,3/17/2017,18:57:31,3/17/2017,19:04:56,San Francisco,94121,B07,14,Outer Richmond,37.780223,-122.481516
0.008162154,17125585,0 Hyde Street,10/25/2017,19:04:09,10/25/2017,19:10:38,10/25/2017,20:34:07,San Francisco,94109,B01,28,Russian Hill,37.806657,-122.420564
0.008177833,17118406,1123 20th Street,10/8/2017,21:44:15,10/8/2017,21:48:37,10/8/2017,22:30:36,San Francisco,94107,B10,37,Potrero Hill,37.76017,-122.392647
0.008192811,17102047,2645 Gough Street,9/1/2017,14:52:31,9/1/2017,15:04:12,9/1/2017,15:10:15,San Francisco,94123,B04,38,Marina,37.797799,-122.427431
0.008199759,17023827,698 Bush Street,2/24/2017,17:32:12,2/24/2017,17:36:05,2/24/2017,17:45:16,San Francisco,94108,B01,2,Nob Hill,37.790236,-122.408716
0.00820264,16137120,4426 Irving Street,12/8/2016,19:43:10,12/8/2016,19:45:19,12/8/2016,19:50:37,San Francisco,94122,B08,23,Sunset/Parkside,37.762384,-122.505316
0.008209448,16092584,Leavenworth St/eddy Street,8/22/2016,16:25:26,8/22/2016,16:28:24,8/22/2016,16:28:36,San Francisco,94102,B02,3,Tenderloin,37.783724,-122.414242
0.00821764,17116839,915 Pierce Street,10/5/2017,10:53:35,10/5/2017,10:56:10,10/5/2017,11:04:09,San Francisco,94115,B05,5,Western Addition,37.778382,-122.435175
0.008267758,16081910,1 The Embarcadero Sou,7/26/2016,0:40:44,7/26/2016,0:48:38,7/26/2016,2:00:28,San Francisco,94111,B03,35,Financial District/South Beach,37.795204,-122.393413
0.00827338,17148691,665 Clay Street,12/21/2017,8:09:28,12/21/2017,8:14:07,12/21/2017,8:21:09,San Francisco,94111,B01,13,Chinatown,37.794462,-122.404185
0.008290846,17059533,0 Lee Avenue,5/20/2017,16:10:48,5/20/2017,16:20:51,5/20/2017,16:27:14,San Francisco,94112,B09,15,West of Twin Peaks,37.723456,-122.454114
0.008299019,17129861,295 John F Shelley Drive,11/5/2017,0:55:54,11/5/2017,1:08:03,11/5/2017,1:58:37,San Francisco,94134,B09,42,McLaren Park,37.719248,-122.4189
0.008330321,17141562,1035 Green Street,12/4/2017,9:24:00,12/4/2017,9:27:06,12/4/2017,9:57:30,San Francisco,94109,B01,41,Nob Hill,37.798538,-122.416157
0.008330926,17061778,345 Arguello Bl,5/25/2017,19:44:31,5/25/2017,19:48:24,5/25/2017,19:56:57,San Francisco,94118,B07,10,Inner Richmond,37.784232,-122.459162
0.008336045,16042703,Battery St/california Street,4/17/2016,0:55:18,4/17/2016,0:58:20,4/17/2016,0:58:51,San Francisco,94104,B01,13,Financial District/South Beach,37.793209,-122.399962
0.008358416,17099414,858 Washington Street,8/26/2017,14:20:46,8/26/2017,14:24:19,8/26/2017,14:36:19,San Francisco,94108,B01,2,Chinatown,37.795098,-122.407381
0.008360409,17125717,96 Seal Rock Drive,10/26/2017,3:26:16,10/26/2017,3:34:54,10/26/2017,3:42:59,San Francisco,94121,B07,34,Lincoln Park,37.780793,-122.50778
0.008368644,16013214,18th St/castro Street,2/3/2016,1:03:10,2/3/2016,1:08:34,2/3/2016,1:16:24,San Francisco,94114,B05,6,Castro/Upper Market,37.760888,-122.435003
0.008374271,16070955,1200 9th Avenue,6/27/2016,20:34:27,6/27/2016,20:37:54,6/27/2016,20:38:34,San Francisco,94122,B08,22,Inner Sunset,37.76586,-122.466352
0.00842635,17117330,2540 Taraval Street,10/6/2017,12:54:39,10/6/2017,12:59:37,10/6/2017,13:06:27,San Francisco,94116,B08,18,Sunset/Parkside,37.742342,-122.493294
0.008427318,17138272,626 Polk Street,11/25/2017,17:48:06,11/25/2017,17:50:31,11/25/2017,17:56:10,San Francisco,94102,B02,3,Tenderloin,37.782458,-122.418967
0.008431927,16098730,220 Golden Gate Avenue,9/7/2016,2:41:04,9/7/2016,2:45:47,9/7/2016,2:50:41,San Francisco,94102,B02,1,Tenderloin,37.782099,-122.414273
0.008442422,17111691,3 Franklin,9/22/2017,20:50:48,9/22/2017,20:52:44,9/22/2017,21:09:02,Fort Mason,94123,B99,16,Marina,37.805488,-122.427241
0.008467266,17057418,1100 Gough Street,5/15/2017,11:30:10,5/15/2017,11:35:23,5/15/2017,11:43:09,San Francisco,94109,B04,3,Western Addition,37.783477,-122.424224
0.008503646,17030776,0 5th Street,3/13/2017,2:11:21,3/13/2017,2:14:47,3/13/2017,2:15:15,San Francisco,94107,B03,8,Mission Bay,37.775333,-122.397208
0.008511956,16032711,630 Page Street,3/22/2016,19:11:45,3/22/2016,19:17:01,3/22/2016,19:24:43,San Francisco,94117,B05,6,Hayes Valley,37.773038,-122.431183
